p=30,Run1,Run1,Run1,Run2,Run2,Run2
z=0.03,#sol searched,sol,f(sol),#sol searched,sol,f(sol)
(0.4 -0.5),308880,0.105497 -0.794503,949.663,272100,0.1093 -0.790701,974.246
(-0.5 0.3),308880,-0.794503 0.00549686,391.966,272100,-0.790701 0.00930016,408.87
(1 -2),90,0.9725 -1.9675,10123.9,90,0.9725 -1.9675,10123.9
(0 0),308880,-0.294503 -0.294503,186.626,272100,-0.2907 -0.2907,191.231

